agent_accuracy,anomaly_accuracy,context_accuracy,loss,next_event_accuracy,val_agent_accuracy,val_anomaly_accuracy,val_context_accuracy,val_loss,val_next_event_accuracy
0.42774567008018494,0.5592485666275024,0.08381503075361252,2.565269708633423,0.8005780577659607,0.4121621549129486,0.4864864945411682,0.0878378376364708,2.5682075023651123,0.7972972989082336
