agent_accuracy,anomaly_accuracy,context_accuracy,loss,next_event_accuracy,val_agent_accuracy,val_anomaly_accuracy,val_context_accuracy,val_loss,val_next_event_accuracy
0.40028902888298035,0.513005793094635,0.08526011556386948,2.565913677215576,0.8005780577659607,0.3986486494541168,0.5405405163764954,0.09459459781646729,2.569624185562134,0.7972972989082336
