agent_accuracy,anomaly_accuracy,context_accuracy,loss,next_event_accuracy,val_agent_accuracy,val_anomaly_accuracy,val_context_accuracy,val_loss,val_next_event_accuracy
0.39739882946014404,0.4898844063282013,0.09826589375734329,2.638472318649292,0.7326589822769165,0.38513514399528503,0.5405405163764954,0.13513512909412384,2.48732852935791,0.7972972989082336
0.426300585269928,0.47398844361305237,0.12138728052377701,2.380399465560913,0.8005780577659607,0.45945945382118225,0.5405405163764954,0.0878378376364708,2.302605152130127,0.7972972989082336
0.5332369804382324,0.4971098303794861,0.12283237278461456,2.074439525604248,0.8887283205986023,0.5945945978164673,0.5337837934494019,0.18918919563293457,1.904605507850647,0.9391891956329346
0.7297688126564026,0.4725433588027954,0.20086705684661865,1.6602784395217896,0.9682080745697021,0.8243243098258972,0.5,0.18918919563293457,1.470102071762085,0.9932432174682617
0.9754335284233093,0.49132949113845825,0.22687861323356628,1.3153069019317627,0.9971098303794861,1.0,0.5472972989082336,0.20945945382118225,1.2430623769760132,1.0
1.0,0.5173410177230835,0.24710983037948608,1.135948657989502,1.0,1.0,0.5743243098258972,0.18243242800235748,1.0902972221374512,1.0
1.0,0.5375722646713257,0.2832369804382324,1.0320055484771729,1.0,1.0,0.5202702879905701,0.3986486494541168,0.9977307915687561,1.0
1.0,0.5216763019561768,0.41763004660606384,0.9052836894989014,1.0,1.0,0.587837815284729,0.44594594836235046,0.8621801137924194,1.0
1.0,0.5447976589202881,0.4552023112773895,0.7929927110671997,1.0,1.0,0.5270270109176636,0.4054054021835327,0.8436079621315002,1.0
1.0,0.5274566411972046,0.44075143337249756,0.7775876522064209,1.0,1.0,0.4256756901741028,0.4256756901741028,0.8000685572624207,1.0
1.0,0.5447976589202881,0.426300585269928,0.7560842037200928,1.0,1.0,0.4121621549129486,0.45270270109176636,0.7850704789161682,1.0
1.0,0.5563583970069885,0.46820810437202454,0.7440289855003357,1.0,1.0,0.4864864945411682,0.43918919563293457,0.7760175466537476,1.0
